tweet;demanda;tema
programa fiesta santo prudencio parar hoy armentia plaza provincia vitoriagastez;0;
programación curso deparar mayo vitoriagasteiz;0;
proponer consistorio regular paso vehículo carrilbus estación autobús cámara santo;1;administración pública
proponer parar luchar violencia género;0;
próximo wikedadas gasteiz wikiaprendicesetxebarri;0;
psoe ciudadano respaldar moción censura partido podrir todavía duda alguien mismo basura;0;
pudeis decir app usar parar ver traficar online;0;
poder otr ciudadan escoger unir calle esquina autopista preferencia plantarse;0;
poder mandar saludo nueva afición vitoria suerte obra next game;0;
poder solicitar unir beca parar universidad vasco verano ayto vitoriagasteiz;0;
pues aplícate cuento guapo haz campaña hábito saludable excesivo deporte página;0;
pues bueno visibilidad haber dado ser equivalente saque;0;
pues entonces problema crear urrutia haber ceder;0;
pues quejar entonces cobrar si;0;
pues parecer fin haber abrir gramo arrancar parar empezar foto local seguir;0;
pues principalmente problema parecer tema físico rodilla lumbalgia salir unir empezar;0;
pues asco;0;
pues prohibir regalo árbitro alaliga;0;
pues coche poder ir currar comer bus deja cerca;1;movilidad
pupila dilatar deleitar delatanvitoriagasteiz pais vasco spain;0;
puta mafia gobernar país cómplice asco verdad;0;
puto asco;0;
puto robo ser personal aquí moscu;0;
q arbitraje atraco robar siempre favor grande;0;
santo prudencio patrón alavés apodar santo meón vale necesario presencia nieve casi mayo vitoria;0;
asco;0;
asco dar raúl garcía;0;
asco dar david;0;
asco gente dar gana arrancarles cabeza parar poder volver tocar lol xd;0;
asco pavo odio gente comer solo querer satisfacerse si mismo solo pensar ell;0;
asco puto mundo;0;
asco semana menos mal partir jueves mejora;0;
asco tiempo asco día parar decepcionar triste;0;
asco olor lluvia;0;
asco serio animal así joder;0;
asco ser viajar bus;1;movilidad
asco españa sinceramente;0;
ascover páramose nota n cara inmenso q sony vago mentirosocínico facha camufladolávate boca parar hablar d ps;0;
ser chico tranvía tuitserio;0;
ser mentira mayoría españistan enseñar tener dia fregar pla;0;
espectacular forma orquídea ciudad conócelas;0;
gana tener salir vitoria fiiindeeee;0;
hacer pequeño casa vitoriagasteiz parar perder minuto;0;
haber cierto juego ballena azul;0;
haber nombre haber undiagnóstico;0;
importante sano ser jugar calle deporte verdad;0;
acabar dar unir hostia pared conjuntar ver pelea;0;
llamar bou seguro autobús haber hecho gracia;0;
mal paso videos abraham matear morir tener accidente abrahamers dentro año imaginar;0;
saber rata marguenda rata presidente;0;
tener entrada parar final copa semana tener oportunidad aquí;0;
puto asco dar baloncesto moderno táctica ser solo tirar triple;0;
puto asco país;0;
puto asco dar joder;0;
puto asco macho;0;
querer pelea;0;
tener hacer si haber ser sancionar unir infracción tráfico;1;movilidad
vida ser vida chispa encender fuego vitoriagasteiz pais vasco spain;0;
queee coñooohijo puta menudo asco comer elías sequieneresfinal;0;
querer unir gasteiz limpia cumplir condición trabajador urtaran debe decidir;1;limpieza
cumplir año hoy baloothecat cat gato instacat igersgasteizlakua vitoria;0;
acordar dedejan kotourovic temporero lujo llegar;0;
querer aprender ser unir casa passivhaus venir tarde enseñar;0;
querer conocer vitoriagasteiz aquí dar razón venir visitarnos sorprender;0;
querer dar parte comportamiento imprudente punible hablar teléfono móvil mientras conducir conducto;1;delincuencia
querer denunciar incumplimiento evidente continuar parte bar okendo respectar nivel;0;
querer saber si unir olla presión viejo poder echar contenedor gris haber pedir retirada enserar;0;
ración extra;0;
radio siberia femtómetro recomendar memorial bob marley organizar new kingstonvitoria parar jueves;0;
rechazar cerrar garoña gracia vitoria adiós;1;administración pública
reciclaje nivel profeliz demayo maiatzak;0;
reconocer tener problema infancia estudiar colegio origen fran;0;
recordar alrufino muñoz alcalde asesinar autobús alto gaintxurizketa etam;0;
recorridode etapa vitoriananclareslapueblatuyopobesmanzanoestabilloarmiñonlapueblaañastrotrebiñopto;0;
recorridode etapa b vitoriaasteguietaforondaapodakagopegizubizabalotxandiolandavitoria kms;0;
recorrer kilómetro carrera;0;
recordar hoy jugar elen buesaarena horario autobús parar acudir partido;0;
recordar jugar elen mendi horario autobús parar acudir partido;0;
recordar hoy juegaen buesaarena horario autobús parar acudir partido;0;
recuerdo puto asco;0;
red social arrasar después caer olvido;0;
reinventarseparece piropo ser problema título llegar comer núcleo duro mantener;0;
remember cultura vasco ágora project vitoria comer gustar ken zazpi;0;
repasar problema común sector marketing digital vitoriagasteiz;0;
reportaje santo prudencio campar armentia vitoriagasteiz;0;
repostamantes reasonswhy podar cerrar ojo volver baile;0;
retreta jon gasteiz ser retreta sanprudencio;0;
retretasanprudencio;0;
reutilizar ordenador ser vez eficiente energéticamente reciclarlo;0;
revivir tamborrada sanprudencio;0;
rincón vitoriagasteiz parar enmarcar;0;
robo madrid;0;
rs puta rata pega;0;
sábadolarunbata mayomanifestación gasteiz favor libertad presxs gravemente enfermxsh cen;0;
sabeis haber pasado tranvia ir alla parada hondura salir ibaiondo abetxuko;1;movilidad
saber abuelo parlanchín pueblo pues tener detrás bus;0;
saber hacer solo año poder subir tren estibaliz;0;
saborear q desear lograr ganar tener premio alto precio frasesconciencia;0;
saldra sección picaflor;0;
salimoshoy fotografía original metro vitoriagasteiz punto regreso;0;
salimoshoy fotografía original vitoria gasteiz álava arabapaís vasco euskadi españaca;0;
santo prudencio;0;
santo prudencio corazonista vitoria;0;
santo prudencio dar vitoriagasteiz temperatura mínima histórico abril;0;
santo prudenciovitoria spain;0;
sanprudencio unir lejos negocio tenernos enfrentar frasesvitoria gasteiz;0;
sanprudencio perder buscar ir seguro camino quizás destino frasesvitoria;0;
sanprudentxio haber llegadorecordaros delegación vitoria administración permanecer cerrada mañana ver martes;0;
sansomendi seguir sufrir olor pescado podrir;1;limpieza
saudade vitoria spain;0;
caido directo ser problema mio q alguien responder pls;0;
pelea puesto castillejo tener bueno minuto si ser titular cámbialo;0;
podria hacer unir organización basura servicio vergüenza trabajar sitio asi;1;limpieza
poder tener ojo bosque descúbrelo blog leer;0;
saber ahí fueratras ruidoen alguno otoñobajo éxtasis enjambrealguien esperar;0;
seguir producir timo vitoria haber acercar señor mañana calle go;1;delincuencia
señor periodista mañana tener miedo titular crónica comer ser robo;0;
ser haber llegar vitoriagasteiz hablar ciudad;0;
ser útil informar número máximo visitante grupoturismoservicios producto;1;administración pública
servicio especial autobús armentia sanprudencio;0;
si subir comer poder ser año cobre unir moto cc euro año;0;
si ahora parar policía tener problema medianogordo verdad xdd;0;
si ser discurso moderno siglo xxi luego discurso siglo xix;0;
caer copo nievevg tranquilo noche sólo hacer frío;0;
si atento amarillo deber tener problema suerte crack;0;
si ir álava día ir regresar interesar conocer previsionesde circulación tráfico;0;
si solo bn renta;0;
si haber aclarado puntualizar si problema;0;
si haber soportar vida ser ver comer hombre maltratar unir mujer dar igual si ser casa ó comer haber ver calle;0;
si pregunta ser parecer expulsión sergio ramo ejemplo tener objetar;0;
si hacer joder ser problema tener coche hacer año marca torpeza falta cuidado;0;
imagen accesibilidad dónde poner sistema voz siempre;0;
si contestar mensaje pelea;0;
si ser green vitoria campo fútbol centro ciudad ir partido coche;1;movilidad
si controlar ser amor ser violencia violenciadegenero;0;
si queda vitoria sanprudencio planazos esperar;0;
si concejal pega limpieza vitoria decir punto;1;administración pública
si contrato viaje conquiero ir autobús compañía unir subcontrata comer rubimar haber espacio;1;movilidad
siempre poder coger bus bilbao acercar;0;
significar desconfianza dar asco sexo comer;0;
seguir pintar plaza movilidad reducir pmr esperar movilidad transportar eãalizaciã;1;movilidad
embargo drogata colectivo molestar seguir linear problema creyente;0;
palabra sinceramente mundo ir dar cada vez asco stopchechenia;0;
siniestro total tocar mayo vitoria;0;
ser mayor basura mierda haber haber mundo dar asco escoria sinvergüenza;0;
ser unir competición corrupto adulterar sucio dar muchísimo asco arbitrajescerdos;0;
solicitar acondicionamiento parcela vaciar calle clara campoamor aunque ser plantar hierba d;0;
solicitar valorar poner bolardo protección entrada colegio marianistas koldo mitxelena página;1;espacio público
sólo dime cuándo decir dónde mirar junto mismo horizontevitoria spain;0;
sólo quedar dos día parar celebrar sanprudencio mira haber programar;0;
problema vendar modo FALSO solución frasesmotivación coachingpsicología citasvitoria;0;
sorprender varios delincuente vitoria conducción errático;1;delincuencia
sos voluntario maraton edp vitoria gasteiz maraton martin fizchic querer participar;0;
ser caer copitos invierno haber ir seguir vitoria;0;
soyfelizconpccomponentes ninguno compra haber tener ninguno problema resolver correctamente;0;
stban vitoria spain;0;
stroll jojoojojo asco coger;0;
pelea hoy prestashop gracia;0;
sonar tun tun trompeta ser retreta patrón feliz día santo prudencio alavesesas vitoria;0;
sonar tun tun llegar perretxico menú sanprudencio comer cenar vitoria gasteiz;0;
suspender mañana lanzamiento problema primero fase;0;
taldiacomohoy producir accidente nuclear central ucraniano chernóbil;0;
tambien suponer querer venir vitoria;0;
tamborrada vitoria;0;
sonreír modo defensa ser parte callar q pensar frase;0;
tarde vitoriacatedral maría inmaculado vitoria catedral nueva in vitoriagasteiz arabaalava;0;
tarjeton perdonar casemiro robo;0;
taxi vitoria;0;
tb presente abril zaragoza laciudaddelasbicisbicicleta bici bike;0;
tbt hacer año casi edición aproxy servidor generar unir fiesta diferente gast;0;
tdah ira frustrar yagobiado;0;
tdah pareja estrategia parar vencer obstáculo común;0;
gustar aprender manejar cámara foto vacación esperar junio julio;0;
hacer falta parar salir vía tranvía si rodar parecer pan;0;
mostrar mejor museo encontrar vitoriagasteiz edificio espectacular;0;
tener animar gasteiz nueva lucha ascenso ser grande hermanosanimo;0;
tener valle caer mayor asesino debajo unir cruz ser asco unir vergüenza;0;
tener cama lado escritorio renta;0;
tener mismo problema félix rodríguez fuente tener unir explicación;0;
tener problema capturador lgp litar ser imagen ir lag segundo ir fatal solución;0;
tener problema cosa diferente;0;
tener problema litro queda pequeñita mientras xl podar entrar dos así;0;
tercero tolosa abril berazubivamos quedar equipo goazenn;0;
tener millón euro obligar hijo coger bus;0;
tierra hostil llena gente escrúpulo disponer perder ganado escapo volver frase;0;
toca reflexionar campo libre ser mejorvitoria spain;0;
listo vitoria parar tarde dar comienzo celebración honor sanprudencio;0;
listo parar comenzar encuentro deyen sede deen gasteiz;0;
listo parar tamborrada caracol perretxicos alegría feliz sanprudencio vitoria gasteiz;0;
dulce menos balar benzema cristia;0;
portal edificio calle bremen abrir;0;
producto limpieza alcance aspirador barredora auxitec;0;
truco cortana asistente virtual windows;0;
tomar nota solicitud estudiar parar futuro sustitución farola calle concreto;0;
tomar q hacer olvidar vivir presente ser humilde salir locura gente corriente;0;
tras celebrar día libro leer entenemos mil volumen teatral parar mil unir noche litro;0;
tres detener robo unir empresa júndiz;1;delincuencia
triste verdad;0;
pareja imponer presencia della portavoz partido acabar ver problema;0;
ver problema niño enseñar luchar parar ganar ver;0;
tuvisa armentiako zerbitzu berezia sanprudentzio jaia dela medio;0;
tuvisa servicio especial armentia motivo festividad sanprudencio;0;
ueli steck morir accidente himalaya intentar unir nueva travesía everestlhotse;0;
ultimar tweet tuttoblue movimentoarturo;0;
año seguir apostar sostenibilidad medio ambientegreencapital greenworld;0;
bittermás cinzanoosasuna eta askatasunadsd gasteiz;0;
cachondeohan ser robo partidoshace añosbertomeu reconocer pito mal mismo crucey haber;0;
cepo ilegal atrapar zorro elorriaga;1;delincuencia
chaval unir cafetería pobre perro ser guarro deja dar asco andar menos murcia saber esuna cerda;0;
libro editar vitoriagasteiz comparar pantalón ancho palestino ropa camuflaje velo;0;
partido pelea interés expectación flaco favor deporte tenis;0;
tarde tiempo parar felicitar cumpleaños agran ciclista unir debilidad felicidad;0;
rato primosvitoria spain;0;
turismo bus chocar américa latinar;1;movilidad
video mejor momento bici favor bicicleta sonar f;0;
zorro morir cepo ilegal instalar unir huerta elorriaga vitoriagasteizvía;1;delincuencia
unir foto arbitros hoy tramabus favorrobobaskonia cskabsk;0;
unir maleta olvidar obligar desalojar estación autobús vitoriagasteiz;1;espacio público
unir marca coche paga plus empleado desplacer bici trabajo vía;0;
unir ratonera x peatonalizar unir calle;0;
unir vez asco organización;0;
upv conocimiento vitoria biblioteca universitycity gasteiz younger mind;0;
vale gracia jejeje saber vitoria;0;
vale resolver problema poder entrar;0;
ir ataque joder;0;
ir siempre haber creido problema piratería ser real acrecenta unir resistencia reinventar negocio;0;
ir volar ryanair foronda conocer horario precio autobús;0;
vaya ajetreo tener humedal perder noticiarioornitológico salburua semana;0;
vaya cabezadita green day;0;
vaya pedazo robo;0;
vaya puta basura final bueno aquí funcionar así sequieneresfinal;0;
vaya puto robo;0;
vaya robo delmadrid escandalo increiblee;0;
vaya robo bien;0;
venir recorrer almendra medieval vitoriagasteiz descubrir mural decorar pared histórico;0;
venir aa correr xv edp vitoriagasteiz maratón martín fiz próximo día;0;
ventana informativo biblioteca vitoriagasteiz celebramosdíasdelibro actividad mayo;0;
vente ruta cucurucho perretxico escotilla hoy prometer pintxos tapa vitoria gasteiz;0;
ver presidente laliga hablar equipo ser escandaloso seguir votar serqué asco pena liga;0;
vergüenza casemiro tener calle;0;
ve comer alegrar decir decir si;0;
vía twitter foxcoruna proponer mejorar seguridad peatón ciclista espejo cruzar portal fo;1;movilidad
viajar moverme sitio buscar punto q esencia mezclar dar grande frase;0;
victoria nacho mendoza cinturón superligeros parar vitoriagasteiz noticia;0;
vídeo nuevo reto adivinar película invitado especialesyqueda;0;
vídeo reportaje santo prudencio campar armentia vitoriagasteiz;0;
video supuesto ataque químico gobierno sirio propio habitante mayoría;0;
vídeo streaming facebook live periscope;0;
visita vitoria gasteiz ser green capital tener fiesta tortilla;0;
vitoria aprobar plan parar reforma energética coronación vitoriagasteiz;0;
vitoria comida amatxu manta sofá bueno libro mejor parar pasar puentemás;0;
vitoria ser alma fiesta;0;
vitoria haber pasado centro fisioterapia menos año;0;
vitoria organizar concurso foto selfie bici vitoriagasteiz;0;
vitoria pm sunset;0;
vitoria sortear seis piso alquiler cuatro propiedad casco viejo;0;
vitoriagasteiz;0;
vitoriagasteiz afección tráfico romería sanprudencio tráficovg;0;
vitoriagasteiz asir primero paso red europeo startup europe city network;0;
vitoriagasteiz convocar concurso cartel parar anunciar fiesta blanco;0;
vitoriagasteiz gabinete urtaran colocar nueva luminaria led ahorro año;0;
vitoriagasteiz gobierno urtaran aprobar plan dar cobertura urbanístico proyecto smartencity coronación;0;
vitoriagasteiz primero nuevo autobús tuvisa presentar nueva imagen;0;
vitoriagasteiz homenajear ayer bajo lluvia poeta gloria fuerte centenario nacimiento;0;
vitoriagasteiz iñaki prusilla participar apertura coloquio internacional elikadura alimentación;0;
vitoriagasteiz xvi semana bicicleta celebrar mayo junio;0;
vitoriagasteiz lainvestiga unir persona x usar cepo ilegal haber provocar muerte zorro;1;delincuencia
vitoriagasteiz nueva tendencia marketing digital protagonizar jornada tecnológico mayo;0;
vitoriagasteiz mejora plan ayuda parar rehabilitación nueva línea subvención;0;
vitoriagasteiz llena poesía enhablamos poetasenmayosíguelo aquí;0;
vivir vitoriagasteiz pais vasco spain;0;
vivienda usar reciclar imprimir d;0;
vivir aquí solo queda pensar q vino vitoria intentar desintoxicarse;0;
vivo casco viejo comer ayuntamiento llama casco medieval querer instalar fibra optica;1;administración pública
vodka niet voda necesitar doparnos parar vencer cska aupa;0;
volver vernos primero decir decir demás ser grandessiempre rojill;0;
ir citar estilo alguno tuis madrizeta aburrar mazo renta bastante;0;
ir ver si robo par kilo cincar empresa luego si pedir cuentallorando claro;0;
volver curling gasteiz cony santo prudencio curling cup bakh abril cuenta leire sueskun;0;
vy pmibio haber sufrido atasco haber llegar tarde prever avión pers;1;movilidad
weno pelea física eh dar mal posiblemente huir;0;
dale mundopuedes llegar entender;0;
después dar desayunar planta dundando entrar bici libro campo ahí cada domingo libro;0;
desembarco normandia gg gracia esperar menos campaña ser bueno comer basura bf;0;
frío hacer vitoria hacer día;0;
robo arbitraje escándalo quitar técnica cska falta j;0;
empezar nevar vitoriagasteiz abril;0;
jugada anterior robo hanga pitar piecuando metro distancia haber ver dar muslo;0;
minuto hablar alcohol joven reportaje deahora;0;
minuto recordar enenque hoy hacer año mayor accidente nuclear historia chernobil;0;
maravilloso acuerdo cuenta mierda joder asco;0;
exactamente ser problema exagerar ser;0;
obra portal seguir avanzar ascensor cota sinbarreras reformaportal vitoria gasteiz;0;
segunda zorionakpor ascenso lf gran noticia parar baloncesto base placer vero gasteiz;0;
hanga tb ser violación poder tocar ninguno parte pierna cambiar hacer metro;0;
luego porqué transporte público vitoria ser tan criticar;1;movilidad
luego querer señor si niño aprender basura sociedad ir hacia atrás ser así;0;
mientras propiedad privsda publicar cumplir legislación ambiental po;0;
comer haber ser año cuanto lesión españa perder muchísimos partido;0;
pudes subir ratín vitoriagasteiz página;0;
poner periodico parecer si salar enla tv alguno medio popular vale;0;
haber precipicio si;0;
embargo orangután fascista estánpuestos calle;0;
suponer seguir sito si alternativa ser traer randojic b;0;
inaguramos expo fotografica óleo viernes esperar gustar sala geroarte vito;0;
problema siempre siempre haber idea dinero xd querer hacer;0;
hora alguien levantar voz basura televisivo cierto hacer tiempo deje verlo;0;
calle hoy cuecalahorra presentándonos público increíble haber ser placer vodka;0;
llegar fiesta santo prudencio divertirse sanprudencio fiestasalava sanprudenciomeon;0;
ser problema sólo comprensión lector ser querer pensar decidir;0;
tener problema serio seguro problema tener nombre recuerdo cara;0;
podar crear clase google classroom cuenta personal;0;
saber ataque;0;
tener candidato querer parte fenerbache ascoque hacer itoudis intentar provocar;0;
ynos presentar miguel matar empresa trabajosalaantiguausanza viñedo hora entzuteko;0;
vitoria blanco enterar negro enterar;0;
acostumbrar ir parada bus portal llave mano xddddddddddd;0;
dentor problema saber claro llevar dentro;0;
decir querer decir ser parecer correcto pregunta;0;
entender persona decir dar asco alguien luego estan super pendiente;0;
ser especialmente fan unir vez año saber gloria acompañamiento;0;
ver problema si ir radio hacer representar podar normal qu;0;
querer leer bus;0;
seguir pensar pavo tranvía faltar tres cuatro verano;1;movilidad
ver comer principal problema;0;
tener grave problema;0;
yuri yakovlevich chaika fiscal general rusia detener violencia matanza masivo litro;0;
zorionaaaka pasarlo bien traerse tres punto pd copa gasteiz;0;
zorionak abetxuko hoy comenzar fiesta;0;
zorionak desear verte vuelta vitoria domingo aupabaskonia;0;
zorionak levante saludo vitoria ver año vie;0;
zorionak sofía cumplir año vitoria vitoriagasteiz;0;
zorionakdesde gasteiz txapeldun relocos verte aquí anímate dale puñetazo mesa grande siempre;0;
zorionakegun ona izar;0;
zorionakhay ver cómo echar menos vitoria domingo venir aplaudir rabiar;0;
quemar polígono aligobeo vitoriagasteiz;1;espacio público
ayer accidente entrar turismo tranvía vitoria fotosvitoriagasteiz;1;movilidad
unir radio vitoriagasteiz presumir libre veta colaborador meterse albert rivera marhuendastyle;1;administración pública
herido accidente entrar turismo tranvía vitoria;1;movilidad
vitoriagasteiz accidente tráfico entrar tranvía turismo herido leve servicio emergencia lugar;1;movilidad
presión consistir solamente mostrar foto container basura rodear rata ser mismo;1;limpieza
colisionar tranvía turismo rotonda txagorritxu;1;movilidad
paso peatón colegio caballero rosa alejar rotonda parar mejorar seguridad peatón;1;movilidad
últimamente ser unir pasada rotonda farmaciapanaderabanco ahhay par coche doble fila;1;movilidad
paso peatón salida rotonda apartacamientos llegar paso dejar visibilidad condutor peatón;1;movilidad
ruido parecer innecesario;1;espacio público
pájaro cantar ligar menos ruido tráfico;1;espacio público
haber puesto piso turístico edificio situación ser cada vez peor ruido fiesta música alta hora madrugada;1;espacio público
endurecer ley tráfico haber q hacer;1;movilidad
corte carril bus c adriano ver;1;movilidad
ocupación carril izquierdo c heraclio fourniery parte derecho;1;movilidad
ocupación puntual carril derecho avda gasteiz cruzar c lascaray;1;movilidad
problema tranvía vitoria ser parar llegar barrio necesitar tener pasar barrio querer;1;movilidad
asociación vecino adurza evitar respaldar ampliacin tranvía sur;1;movilidad
accidentar tranvía poder ser cantidad dejar tener gravedad;1;movilidad
normal tal comer jardín vitoriagasteiz verano pasado menos green ser;1;espacio público
urtaran vitoriagasteiz ser green estrategia ciudad;1;administración pública
tirar colilla suelo ensuciar callar generar problema medio ambiente tambin habra ser cívico green;1;espacio público
fcc seguir cumplir pactar ser hora rescindir contrato ayuntamiento preste servicio limpieza;1;limpieza
contrata limpieza cumplir acordar trabajador segn;1;limpieza
podar dejar limpieza gasteiz mano insaciable multinacional comer fcc remunicipalizacion;1;limpieza
ser hora rescindir contrato fcc limpieza gasteiz realizar manera directo ayuntamiento;1;limpieza
poder explicar abro ventana venir olor mierda aguantar vaca;1;limpieza
asco dar paloma vitoria colega asustar;1;limpieza
puta paloma vitoria cada día tonto;1;limpieza
resto papelitos campo papelera haber marrano suelto pesar;1;limpieza
quito viejo poner papelera lugar espacio público mobiliario urbano;1;espacio público
calle dulzaina altura número tres haber contenedor gris alguno irresponsable haber tirado basura ir;1;limpieza
salar humo contenedor azul;1;administración pública
iquest ayuntamiento deber exigir contrata jardín hacer menos ruido posible iquest;1;limpieza
tánger tener ninguno interés rehabilitar palacio álava ayuntamiento debe iniciar expropiación;1;administración pública
bizikleteroak intención advertir ayuntamiento situación suceder tramo entrar;1;movilidad
video guerra papel metro calle dato suciedad;1;limpieza
colegio calle ariznabarra deber haber atención policial hora puntual sa;1;movilidad
bueno tardar ser unir vecino calle flandes haber barrio unir plataforma denominar tranvianotaldea;1;movilidad
bueno tardar ser unir vecino calle flandes hacer aproximadamente mes llevar llamar numerosísim;1;movilidad
último fiesta zabalgana adolescente romper vallado solar calle juan gris;1;delincuencia
falta contenedor vidrio calle koldo mitxelena cercano n ordm calle gracia estr;1;limpieza
ser imposible poder dejar bicicleta calle santo prudencio tener recorrer litro;1;movilidad
bidireccionalidad q haber hecho calle avisar menudo susto;1;movilidad
taxista parar almorzar calle castilla minuto coche vado luego deja minuto coche unir parada vacia ver;1;movilidad
querer conocer si haber abrir expediente contratación parar servicio limpieza centro civico;1;limpieza
cisco mundial contrata limpieza urtaran desaparecido;1;limpieza
exigir gestión directo servicio limpieza ahorrar coste;1;limpieza
decir problema contaminación coche ser dar volver tener sitio parar ap;1;limpieza
movilidad activar ser gran parte solución problema congestión urbano;1;movilidad
robo bicicleta vitoriagasteiz ser unir lacra terminar;1;delincuencia
calle florido frente número existir unir plaza parar aparcamiento vehículo tarjeta minusválid;1;movilidad
esperar si árbol cumplir ordenanza referente distancia adecuar deber talar;1;espacio público
arreglar baldosa suelta salida tranvi hondura qe siempre piso hoy haber salpicar;1;espacio público
hacer tiempo escribir ayuntamiento parada olaguibel ser unir parada enorme;1;movilidad
edificio antiguo aislamiento problema accesibilidad pleno ensanche;1;espacio público
venir portal castilla entrar castillo fontecha rotonda olivo haber unir alcantarilla sumidero;1;espacio público
suciedad papelera rebosar pleno anillo verde semana lamentable vitoriagasteiz;1;limpieza
papelera rebosar anillo verde vitoria;1;limpieza
robo aparcabicis convivencia tarea pendiente día mundial bici;1;delincuencia
mejorar vial aparcabicis;1;movilidad
ser cola leioa parar hacer transbordo autobús;1;movilidad
cómo ser posible solo autobús leioa parar llevar ir metro bilbao incomprensible;1;movilidad
basurero aun haber llegar;1;limpieza
promover zona verde paseo carril bici instalación público colegio;1;administración pública
ir bici siempre bidegorri meter carretera loco paso perder vida;1;movilidad
siempre salgar andar bici ir tener ir temor podar ser atropellar dejar distancia;1;movilidad
increíble gente dar cuenta encimar unir bici ir unir vida unir familia;1;movilidad
vitoriagasteiz ser unir ciudad usar bici aun tener alguno tarea pendiente;1;movilidad
paso separar físicamente bidegorri agradecer;1;movilidad
hola hacer mas dos semana hacer solicitud parar contenedor marrón aun haber contestar;1;limpieza
contenedor marrón terminar arrancar solo usar elde donostiarra ser preocupante;1;limpieza
bonito tener esquivar contenedor puto medio calle;1;espacio público
ser green;1;administración pública
hola vitoria ir green capital apuesta bici;1;administración pública
plaga rata falta limpieza callar;1;limpieza
tráfico ser terrible casi hora entrar unir rotonda ser unir aventura regla;1;movilidad
hacer día acumular charco agua rotonda calle santiago final calle extremadura;1;espacio público
rotonda absurdo nadie saber cómo tomarlas semáforo;1;movilidad
dar ayuda parar paliar daño ser admitir tranvía ser disparate seguir pedir paralización;1;movilidad
personalmente crear tranvía deber soterrar superficie ser peligro aparte afear ciudad;1;movilidad
jubilado demandar vitoria unir pensión público dignar;1;administración pública
cuándo pensar poner cartel autovía eibar vitoria;1;movilidad
paseo peatonal hecho zorro vitoriagasteiz;1;limpieza
