tweet;demanda;tema
javi apoyando a los precursores de la violencia callejera en venezuela;0;
jdr chacho que asco de dia llevo igual si que acabo matando a alguien ;0;
jesús maestro violencia de género y derechos humanos en la librería diocesana;0;
jjajajajaja el pueblo de mis cojones podemonguers y poco mas y mira que el pp me da;0;
joder pero que puto asco;0;
joder pues si quito toda la basura de mi tele con qué me quedo;0;
joder sí que teneis ganas de beber algo en ese bus;0;
jojojo;0;
jornada mobile mapping topcon en la escuela universitaria de ingeniería de vitoriagasteiz;0;
juan vindel si a los años eres especialista solo en una cosa tienes un problema;0;
jueves de abril virgen blanca todos y todas contra la violencia de genero;1;delincuencia
june ruiz fisioterapeuta y vicepresidenta del cofpv la osteopatía no es una profesión reconocida;0;
junta de gobierno ;0;
junta general extraordinaria amvisa ;0;
just posted a photoparque de la florida vitoria;0;
kireyestilistas demayo diadeltrabajo peluqueriayestetica vitoriagasteizkirey vitoria;0;
kireyestilistas makeup labiales colorrosa vitoriagasteizkirey vitoria estilistas;0;
kireyestilistas mayo peluqueriayestetica vitoriagasteizkirey vitoria estilistas;0;
kireyestilistas rubiios brillo tratamiento sinamoniaco barros sinfiltroskirey vitoria;0;
kokotxas ajetes y yemas de esparragos es la receta de anemias este jueves enla puedes escuchar en;0;
la ampliación del tranvía al sur dará servicio a usuari y favorecerá la multimodalidad se trabaja desde;0;
la avda los huetos a partir del numero adolece de papeleras solicitamos se coloquen algunas en dicha zona al ;1;limpieza
la ciencia confirma puedes tomarte esa cuarta taza de café;0;
la contrata schindler me tiene días abandonado gasteiz vitoriagasteiz;0;
la deducción por vivienda no está muerta;0;
la ertzaintza detiene en vitoria al menor que apuñaló a otro joven en el pecho;1;delincuencia
la fiesta de la escuela pública vasca se celebrará el de junio en gasteiz se han sacado camisetas y una bolsa para la venta;0;
la fobia invisible;0;
la fórmula para una fiesta acústicamente perfecta;0;
la gente quiere en serio a susana diaz como secretaria general del psoe poca gente me da tanto asco;0;
la heterosexualidad es normativa y viene;0;
la iluminación exterior de la catedral nueva está encendida hasta la de la mañana contaminación lumínica en horar;1;espacio público
la inasistencia de la monitora se debiã a una falta de entendimiento entre ãsta y la empresa prestataria del ser;0;
la justicia de hoy en dia es una puta basura es como poner marionetas al mando puta españa;0;
la moda del running la vida sedentaria o un ejercicio no controlado cómo nos afectan;0;
la nba se ha convertido en constantes concursos de triples warriors rockets y cavs son los equipos que más asco me dan ahora mismo;0;
la palabra en la calle versos que saben a gloria en la osiaraba ;0;
la peli de fairy tail se estrenara en mi querido ecuador y yo aqui en españa donde no hay nada de eso que asco de vida;0;
la plataforma tranvía no estamos con lo que decía cuerda el tranvía debió haberse quedado en lovaina;1;movilidad
la plaza de abastos de vitoriagasteiz no solo brilla por su gastronomía también por su arquitectura;0;
la plaza de la virgen blanca acogerá mañana un homenaje a gloria fuertes protagonizado por los centros de mayores;0;
la plaza de la virgen blanca vitoriagasteiz acogerá mañana un homenaje a gloria fuertes de los centros de mayores;0;
la poesía sale a la calle en el mes de mayo;0;
la policía local atiende accidentes de tráfico sin heridos;0;
la policía local halla tres armas blancas en el vehículo de un conductor al que prestaba ayuda;1;delincuencia
la policía localatiende accidentes de tráfico sin heridos;0;
la precariedad enferma y mata ahora en gasteiz movilización contra los recortes en salud y seguridad laboral;0;
la primavera ha llegado a mi bici crochet ganchillo bici;0;
la principal causa de baja laboral la lumbalgia mayor causa de discapacidad el daño cerebral;0;
la retreta calienta esta tarde vitoria sabes en qué año fue la primera vitoriagasteiz;0;
la ruta es coloniavitoriasevilla y vuelta;0;
la tertulia dobles figuras de cope vitoriamiércoles ;0;
la tertulia dobles figuras deconymiércoles ;0;
la última campaña de la dgt te hace experimentar un accidente con unas gafas de realidad virtual;0;
la vecina ha dejado de hacer ruido;0;
la violencia engendra la violencia ay la mala educación se multiplica protegidos por la masa de la tv;0;
la xvi semana de la bicicleta se celebrará del de mayo al de junio;0;
lamentable de verdad que asco da la humanidad en serio ;0;
lanzan a un contenedor de vitoria a un hombre que acosaba a una clienta de un bar;1;delincuencia
lapolicía local sorprende a dos jóvenes pintando un ciclomotor robado;1;delincuencia
las escuchaba de fondo y cuando dijeron eso estaba despierta tío jajajajajaja ahora giramos la rotonda;0;
las grandes verdades del trabajo autónomo;0;
las nuevas tendencias en marketing digital protagonizarán las jornadas tecnológicas de mayo;0;
las oreo finas me parecen la idea más absurda del mundo no sé qué problema tendrán con las normales;0;
las plataformas de crowdfunding inmobiliario aterrizan en españa;0;
lase dedica a proteger a la gente en la calle en la calle en la que han dejado a unas familias hoy mismo;0;
le diste palabras a tu mirada un mal y el bien de ver las verdades frasesconciencia psicología;0;
leo por ahí que es una compañía ruma;0;
libera espacio en tu móvil ios o android;0;
llegan las fiestas de abetxuko;0;
llorente juega de puta madre y te digo yo que vivo en vitoria y suelo ir ala estadio del;0;
llueve a mares sí pero no importa sigue siendo una ciudad preciosavitoria virgenblanca;0;
lo de la chica del tranvía de murcia no es romántico;0;
lo de los arbitros ya no es que sean malos que lo son el problema es que no se saben ni sus propio reglamento;0;
lo haría si no me diera tantísimo asco oír cómo cruje te juro que no puedo pisar una por el repelús que m;0;
lo q diste nadie puede quitártelo este es el dilema de lograr los verdaderos tesoros frasesmotivación;0;
lorelei green actúa este viernes en vitoriagasteiz;0;
los antipazasco;0;
los archivos perfectamente legales almacenados en megaupload siguen atrapados cinco años después;0;
los artistas devisitas elven a verles para conocer el mejor humor de los últimos años;0;
los billetes de autobús a foronda costarán ;0;
los boronos de ultraderecha porque cojones sois tan tontos ya no malos el problema es sois muy imbeciles la verd;0;
los clientes preferimos calidad a cantidad en una hora de viaje sin poder sentarme por culpa del p;1;movilidad
los comerciantes de gorbea se vuelcan con la semana de la madre;0;
los dirigentes y cargos políticos de podemos parecen vivir en un universo paralelo ajeno a quienes les votaron;0;
los grupos defienden soterrar el tren en vitoria pero no logran acuerdo;0;
los grupos defienden soterrar el tren en vitoria pero no logran acuerdo vitoriagasteiz;0;
los habitantes de vitoriagasteiz generamos grandes cantidades de basura a lo largo del año pero lo más;0;
los hombres no sabéis lo que es sentirte una mierda y una basura por hacer x cosa y ser juzgada y tachada de puta o zorra;0;
los negritos de la planta de reciclaje osita tizón e ilun con su cuidadora lua la de camadas que nos ha ayuda;0;
los republicanos planean lanzar la madre de todas las bombas sobre internet;0;
los servicios aumentarán cuando aumente el tráfico en foronda;0;
los servicios aumentarán cuando aumente el tráfico escucha aquí la entrevista con la directora del aeropuerto;0;
los servicios en el aeropuerto aumentarán cuando aumente el tráfico en foronda dice la directora del aeropuerto;0;
luces necesarias en bicireflectante catadióptrico trasero de color rojoluz de posición blanca delanteraluz d;1;movilidad
ma anche;0;
madre mia este ruido es inaguantable;1;civismo
madrid barcelona gasteiz;0;
mañana abril visibilidad lesbica en gasteizconcentración h virgen blanca;0;
mañana de mayo alacalle salimos a las de la virgen blanca de vitoriagasteiz te esperamos;0;
mañana en directo desdeentre las y las hablaremos de pan con mucha gente;0;
mañana hablaremos sobre seguridad infantil en el coche;0;
mañana tendrá lugar la segunda jornada abierta a todo el mundo dentro de la programación de hogares verdes te;0;
más buenas noticias el comercio de vitoriagasteiz goza de salud excelente y recupera niveles tras las duras conse;0;
más vale una verdad que duela que una mentira que ilusionevitoriagasteiz pais vasco spain;0;
masivo adj perteneciente o relativo a las masas humanas o hecho por ellas emigración masiva ataque masivo manifestación masiva;0;
me acabo de enterar que los aviones que bombardearon gernika salieron de aquí de gasteiz;0;
me asomo a la ventana es la chica del tranvía ;0;
me comentan que partidos seguidos en los que casemiro debería irse a la calle;0;
me da que mañana voy a terminar endo a clase en bici porque me voy a quedar dormida;0;
me encanta la chica de beinesports frío polar en vitoria dice pero donde se cree que está en el polo norte alaveseibar;0;
me enseñaste amor que para ver las musas no hace falta ser ni poeta ni pintor;0;
me gusta vitoriagasteiz está disponible échale un ojo aquí;0;
me gustaria poder contactar en privado tengo un problema con mi tarjeta nueva de prepagogracias;0;
me gustaría saber cuándo tienen pensado multar de una vez a todos esos ciclistas que se saltan semáforos circulan;1;delincuencia
me ha dado un ataque de pánico antes de la tutoría del tfg y al final no he entrado y le he dado plantón a la tutora;0;
me ha dado un pequeño ataque al corazón señores;0;
me ha gustado un vídeo de;0;
me parece una verguenza que se este cortando la hierba de los barrios y los extrarradios no se haga da pena ver p;1;limpieza
me pareció curioso por la ausencia de tráfico en la zona y porque esas señales se concentran en uno;1;movilidad
me quitaron tanto que me quede en sock;0;
me siento orgullosa de cómo gestiona la diversidad cultural la ciudadanía de vitoria;0;
me sorprende que alguien tache esto como acoso ahora se acosa con la mirada no jodas;1;civismo
mejor i en tu próxima declaración de la renta marca las dos casillas solidarias de asignación tributaria;0;
mendizorrotza esperando los leones parapasarnos un buen día con los babazorros gora bilbo gora araba vitoriagas;0;
mensaje del día internacional de la danza por trisha brown via;0;
menuda oportunidad perdida mil personas en vitoria disfrutando;0;
menudos nubarrones te acechan;0;
mi alcalde en gasteiz y me entero ahora;0;
mi flor más preciada;0;
mi ratona miratona miprincesa sophieteamovitoria spain;0;
mi teléfono dice que ahora mismo jarrea en gasteiz cómo me engaña;0;
mi total apoyo y solidaridad para itziarituño ante el vomitivo ataque que esta sufriendo por parte de los fascistas;0;
mi última compra la jordan trainer una multiusos perfecta para ir al gimnasio o para calzar por la calle gran;0;
mi vida en clase en la calle en casa en todos lados;0;
miedo a preguntar x tema d sexotranquilconoce el servicio municipal d terapia y asesoramiento sexual;1;administración pública
mientras haya fútbol todo va bien quitad el fútbol ya veréis como la gente sale a la calle;0;
mientras no tenga aceite de palma ;0;
miki mamón llevo desde el jueves con the pililos en la boca hoy me la he ca;0;
mil graciaspor recibirnos a en tu programa de nos ha encantado;0;
mira no poder hablar como que me da igual porque por lo general hablo más bien poco pero no poder comer es un problema porque tengo hambre;0;
mira si es muy sencillo tú si vendrías a vitoria que prefie;0;
mis tweets no gustan solo mis retweets rt a eso a mi también me dais asco ;0;
miss caffeinaoh sana con iván ferreiro lyric video;0;
mmm jazzplay bluesintheclosetvitoria jazz festival ;0;
muchas gracias;0;
mucho daño en los exterior es problema está en que ellos anotan con facilidad y en ventaja nosotros;0;
mucho el mono habitado begoña martin treviño y raul caminos;0;
mugako festival y de octubre en vitoriagasteiz con croatian amor kassem mosse lucy paula temple;0;
munipas registrando un coche en la calle iliada;0;
necesito el buen tiempo de tenerife en gasteiz;0;
nevando en vitoria;0;
nevando en vitoria gasteizhrs g;0;
nevando la víspera de san prudencio de abril siberiagasteiz nunca defrauda;0;
ni messi ni cristiano ni barça ni madrid tráete la copa a gasteiz glorioso;0;
ni messi ni cristiano ni barça ni madrid tráete la copa a gasteiz glorioso finalgloriosa;0;
no a la xenofobia no a la amenaza no a la violencia no al miedosí a la humanidad para quien huye del terror;0;
no duermo nunca pero tampoco estoy en plan ninja de hecho hago mucho ruido;0;
no es eso falta en ataque;0;
no es normal tener mas frío en la cama que en la calle si fuera hace putos ;0;
no haces ni puta gracia ha sido un robo manifiesto listillo;0;
no hay un solo problema hay mucha oferta para poco público unos formatos poco práctico;0;
no le hacen nada porque no va a ver denuncia ojala se quede sin respiracion la puta rata esa;0;
no le hecho la culpa para nada yo he pasado por cosas así claro que si el no fuese acosador no ha;0;
no llevar el casco bien abrochado aumenta la posibilidad de que lo pierdas y te provoque un grave accidente;0;
no lo de la chica del tranvía de murcia no es romántico;0;
no me has contestado que prefieres pagar si vienes a vitoria;0;
no me jodas que no ves a un ciclista al hacer ese movimiento;0;
no me podéis dar más asco;0;
no pero he dibujado un atasco xddd;0;
no se qué especie es esta y no voy a acercarme para averiguarlo los bicho me dan mucho asco;0;
no si de eso no tienes saliendo con esa cara a la calle;0;
no soporto lo de animación d basura animacion d arteson dos formas de animar diferentes joder aprended a ver el lado bonito de ambas;0;
no veo problema son informaciones independientes;0;
no ya jugó en gasteiz y perdió qué pena;0;
norte taurinovitoriagasteiz pais vasco spain;0;
nos acompañan enalberto lópez director general debegoña vázquez;0;
nos das tu valoración personal de la vermutería;0;
nos han quitado a un grande del ciclismo enorme persona ciclista y compañero descansa en paz scarpa;0;
nota informativa el concierto de john garcia en jimmy jazz gasteiz este viernes no es acústico es con banda y;0;
noticias de albertovitoria está disponible;0;
nowplaying retreta de san prudencio by gasteizko tanborrada;0;
nowplaying salgo a la calle bonus track de boikot ;0;
nowplaying tuyo narcos introversión de el beso del escorpión;0;
nuestras tiendas están en vitoriagasteiz como ves en el anuncio el puest;0;
nuestro empeño es absoluto porque este proyecto siga adelante es;0;
nueva foto en instagramempieza el dia con una sonrisa tresporlomenos always love vitoria igersvitoria ;0;
nueva foto en instagramtodo es posible tresporlomenos always love vitoria igersvitoriainstapic ins;0;
nueva recomendaciónimpuesto de vehículos de tracción mecánica bonificación a vehículos clásicos;0;
nuevas medidas de facebook para evitar que se apropien de nuestro contenido;0;
nuevo look de scola pa pasar desapercibido por vitoria;0;
nuevo post en el blog de ataria proyecto aqua;0;
número ganador del lote sorteado por;0;
nunca faltará trabajo para el trabajador y pan para el vagoproverbio vasco frasesvitoria gasteiz;0;
nunca te definas por tu pasado sólo fue una lección no una sentencia de por vida;0;
ñam;0;
obstáculo nivel rojo en n pk vitoriagasteiz dgtaraba dgt;1;movilidad
ocupación de carril derecho en c júndiz sentido zurrupitieta;1;movilidad
ocupación de carril derecho en plaza lovaina con sancho el sabio;1;movilidad
ocupación de carril en c arriurdina desde c júndiz a c basaldea;1;movilidad
ocupación de carril en c herreria ;1;movilidad
ocupación de carril izquierdo en c reyes católicos ;1;movilidad
ocupación de carril izquierdo en c toni morrison ;1;movilidad
ocupación de carril izquierdo en la esquina de c san antonio a con c la florida ;1;movilidad
ocupación de carriles en el cruce de la c júndiz con la c arriurdina;1;movilidad
ocupación de carriles izquierdos en c alto de armentia entre rotonda de la antonia y c iruña veleia;1;movilidad
ocupación puntual de carril en c beato tomás de zumárraga y corte de carril bici;1;movilidad
ocupaciones de carriles alternativamente en c la florida;1;movilidad
odio absoluto y eterno a esas personas que teniendo la acera entera se ponen a caminar por el carril bici;1;civismo
odio el olor de lluvia sobre suelo caliente;0;
odio el tráfico;1;movilidad
oieretxera estamos contigo oiertxo ni enética ni en justicia hay términos medios gasteiz;0;
ojalá fuera sólo en vitoria ;0;
ojala te pudras en la carcel puta rata;0;
olee estoy en otra lista etarras de salón basura y ahora estagracias;0;
olor a humo en el palacio europa esta madrugada;0;
olor a humo en el palacio europa esta madrugada vitoriagasteiz;1;espacio público
operará el servicio de autobuses entre vitoria y aeropuerto desde el de mayo con un precio de ;0;
orbeagf apenas días para cerrar inscripcionestoda la información entorno a la prueba;0;
organizanas de past confiterosálavachocolatada ii;0;
os dejamos unos sencillos trucosdelimpieza para acabar con la suciedad más difícil;0;
oso ondo esa es nuestra filosofía y el mejor ejemplo para nuestrosas txikis gora gasteiz aupa eibar;0;
otro imbécil mata mas la violencia domestica en años que eta en toda su historia;0;
otro robo contra cska y van;0;
otro robo mas y talpero sabeis que no va a ser el último todavía quedan los playoffs de la liga y esta el madrid ;0;
otro robo más y ya son ;0;
oyeesto lo hace green no;0;
para cuando vitoria con andalucía;0;
para mí precisamente ahí radica el proble;0;
para un funcionamiento mãs eficaz del buzãn ciudadano estemedio ambiente y sostenibilidadcontaminaci;1;administración pública
para ver el pronostico del tiempo para la etapa;0;
parcela de hierbas muy altas en calle rio barrundia por lo menos podían cortar el perímetroespacio pãblico;0;
parecía que iba a pasar el catarro sin hacer ruido pero al final ha venido el hombre del mazo y ahora todo es tos y dolor;0;
participa en la a jornada de marchanordica de elburgo actividades para toda la familia y cto de álava;0;
pasadlo genial ahora el cielo luce mejor;0;
passivhaus quieres saber más de ellomañana escucharemos a iñaki echeandia y alfredo bengoa arquitectos vienes;0;
patatal internacional de vitoriagasteiz;0;
pelea de bar a las de la mañana todos colocados todos a ver si os enteráis de una vez;0;
pensaba que la había perdido twt con la talentosaen el gaztetxe de gasteiz uno de los mejores concie;0;
pequeños cambios que harán tu trabajo y tu vida más agradables;0;
pero cuál ha sido exactamente el problema;0;
pero el problema es ese que solo lo parece xd;0;
pero hay pelea o esta ya todo decidido;0;
pero que asco toca ir a la escuela gtv aiudenme ;0;
pero su en twitter no hago otra cosa que gritar y escribir chorradas a eso me refiero con ruido;0;
perretxico sanprudencio pintxos tapas vitoria gasteiz comer cenar salir;0;
pieter lossie ha hecho este vídeos sobre la basura en los océanos a los años venga va que hay esperanza;0;
pizza de croquetas o croquetas de pizza;0;
plazas agotadas en nuestro próximo curso de edición;0;
plazo de preinscripción en la academia municipal de folklore del al de mayo;0;
pleno municipal;0;
pobrecillos;0;
podemos obligado a ceder un despacho para la senadora tránsfuga que dejó el partido;0;
polémica en vitoriagasteiz por un libro que asocia el uso del velo con rebeldía;0;
policía local halla tres armas blancas en el vehículo de un conductor al que prestaba ayuda;1;delincuencia
policía local tres heridos en accidentes de tráfico;1;delincuencia
pon más contenedores en tu vida d;0;
por favor dejar a las campos en casa de una puñetera vezprimero aburren y según as;0;
por fin vitoria ;0;
por la calle del desengaño esta mañana yo pasé con alegría otra vezpor la calle del desengaño la malegria emborraché con un vasito de jerez;0;
por mí no hay problema voy a todos los sitios que puedo pero mucha gente prefiere quedarse en twitter ;0;
por qué la gente no le está dando importancia a la serie de queridos blancos igual que se la han dado a la de reasons whyasco;0;
por qué le queda bien una bolsa de basura;0;
por que no jugue las rankeds al principio ahora solo queda basura en plata;0;
por qué no te fuiste con un extraño;0;
por supuesto;0;
por votar a bildu me tiene que dar asco yo voto a bildu también;0;
porqué siempre que veis a los gemelos por la calle teneis que hacer un video no podeis ir saludarles darles un abrazo pero sin video;0;
póster sobre los trabajos deen los primeros meses de phytosudoe en vitoriagastei;0;
precedentes sd kas de vitoriajoventut de badalona sd kas juventud kalso sd kas;0;
predicción para álava y vitoria mañana bastante nublado y podría llover con más probabilidad cuanto más al nort;0;
predicción para álava y vitoria mañana día revuelto con viento s que hará que asciendan las máximas a la tarde;0;
predicción para álava y vitoria mañana irá cambiando el viento hasta situarse del noclaros y nubeslloverá más;0;
predicción para álava y vitoria mañana la lluvia desaparecerá las temperaturas máximas ascenderán pero habrá he;0;
predicción para álava y vitoria mañana remiten totalmente las precipitaciones y quedará un día fresco con nubes;0;
preguntaremos en la comisión de medio ambiente por las medidas de vigilancia si hay para evitar estas barbaridades;1;limpieza
presenta queja por la ubicación de la máquina de los números para ser atendido en las oac y sic del centro civico;1;administración pública
presentaros el programa formativo technology entrepreneurship program tep;0;
previa jornada de ligaaurrerazierbena este próximo fin de semana el aurrera de vitoria disputará un;0;
previsiones informativas;0;
programa de fiestas de san prudencio para hoy en armentia y en la plaza de la provincia de vitoriagastez;0;
programación de cursos depara mayo en vitoriagasteiz;0;
propongo al consistorio que regule el paso de vehículos por el carrilbus de estación de autobuses con cámaras san;1;administración pública
propuestas para luchar contra la violencia de género;0;
próximas wikedadas gasteiz wikiaprendicesetxebarri;0;
psoe y ciudadanos no respaldan la moción de censura a un partido más que podrido todavía duda alguien que son todos la misma basura;0;
pudeis decir que app usáis para ver el trafico online;0;
puede usted y otr ciudadan escoger una calle esquina autopista de su preferencia y plantarse en ella;0;
puedes mandar un saludo a tu nueva afición de vitoria mucha suerte con tu obras en el next game;0;
puedes solicitar una beca para la universidad vasca de verano de ayto de vitoriagasteiz;0;
pues aplícate el cuento guapo y haz campaña por un hábito saludable pero no excesivo del deporte p;0;
pues buena visibilidad que le has dado que es el equivalente a que yo saque uno;0;
pues entonces el problema lo creado urrutia que no ha cedido;0;
pues eso que no te quejes entonces cuando te cobran si;0;
pues parece que por fin hemos abierto el g arrancamos para empezar la foto del local nos sigues;0;
pues principalmente el problema parece tema físico rodilla lumbalgia no salía de una y empezaba con otra;0;
pues que asco;0;
pues que prohíba también los regalos de los árbitros alaliga;0;
pues yo sin coche no podría ir a currar como mucho bus pero no deja cerca;1;movilidad
pupilas que dilatan deleitan delatanvitoriagasteiz pais vasco spain;0;
puta mafia que nos esta gobernando en este país y todos cómplices que asco de verdad ;0;
puto asco;0;
puto robo esto es personal aquí y en moscu;0;
q arbitraje atraco robó siempre a favor de los grandes;0;
que a san prudencio patrón alavés lo apodemos santo meón vale pero era necesaria la presencia de la nieve casi en mayo vitoria;0;
que asco;0;
que asco da raúl garcía ;0;
que asco das david;0;
que asco de gente me dan ganas de arrancarles la cabeza para que no puedan volver a tocar el lol xd;0;
que asco de pavo odio a la gente como el que solo quiere satisfacerse a si mismo y solo piensan en ell;0;
que asco de puto mundo;0;
qué asco de semana menos mal que a partir de jueves mejora;0;
qué asco de tiempo y qué asco de día para estar decepcionado y triste;0;
que asco el olor a lluvia;0;
qué asco en serio ni los animales son así joder;0;
que asco es viajar en bus;1;movilidad
que asco españa sinceramente;0;
qué ascover a páramose nota n la cara la inmensa q sony vago tú y mentirosocínico y facha camufladolávate la boca para hablar d ps;0;
qué es eso de la chica del tranvía tuitserio;0;
que es mentira que la mayoría en españistan no enseñan nada y les tienen todo el dia fregando pla;0;
qué espectaculares son las formas de las orquídeas de nuestra ciudad conócelas en;0;
que ganas tengo de salir de vitoria este fiiindeeee ;0;
qué hacer con los más pequeños de la casa en vitoriagasteiz para no perder un minuto;0;
qué hay de cierto en el juego de la ballena azul;0;
qué hay en un nombre qué hay en undiagnóstico;0;
que importante y sano es jugar en la calle deporte de verdad;0;
que le acaban de dar una hostia a la pared conjunta verás la pelea;0;
que llamen a bou que seguro que lo del autobús no le ha hecho gracia;0;
que mal lo paso con los videos de abraham mateo murió o tuvo un accidente o los de abrahamers dentro de años me lo imagino y;0;
que me da mucho asco;0;
qué no sabría la rata marguenda de la rata presidenta;0;
que no tienes entrada para la final de copa esta semana tienes oportunidades aquí la ;0;
que puto asco da el baloncesto moderno la táctica es solo tirar triples;0;
que puto asco de país;0;
qué puto asco doy joder;0;
qué puto asco macho;0;
que quieres pelea;0;
qué tengo que hacer si he sido sancionado por una infracción de tráfico;1;movilidad
que vida es vida por la chispa que enciende el fuego vitoriagasteiz pais vasco spain;0;
queee coñooohijo de puta menudo asco te estoy comiendo elías sequieneresfinal;0;
queremos una gasteiz limpia y que se cumplan las condiciones de los trabajadores urtaran debe decidir su está con;1;limpieza
quien cumple años hoy baloothecat cat gato instacat igersgasteizlakua vitoria;0;
quien se acuerda dedejan kotourovic uno de esos temporeros de lujo que ya llegó a;0;
quieres aprender que es una casa passivhaus ven a la tarde y te lo enseñamos;0;
quieres conocer vitoriagasteiz aquí te damos razones por las que venir a visitarnos que te sorprenderán;0;
quiero dar parte del comportamiento imprudente y punible hablar por teléfono móvil mientras conduce del conducto;1;delincuencia
quiero denunciar el incumplimiento evidente y continuado por parte del bar okendo en lo que respecta al nivel de;0;
quisiera saber si una olla a presión vieja se puede echar al contenedor gris o hay que pedir la retirada de ensere;0;
ración extra;0;
radio siberia fm te recomienda el memorial bob marley organizado por el new kingstonvitoria para el jueves ;0;
rechaza cerrar garoña gracias desde vitoria adiós;1;administración pública
reciclaje nivel profeliz demayo maiatzak;0;
reconozco que tengo un problema desde la infancia estudié en un colegio de origen fran;0;
recordamos alrufino muñoz alcalde asesinado en un autobús en el alto de gaintxurizketa por etam ;0;
recorridode etapa a vitoriananclareslapueblatuyopobesmanzanoestabilloarmiñonlapueblaañastrotrebiñopto;0;
recorridode etapa b vitoriaasteguietaforondaapodakagopegizubizabalotxandiolandavitoria kms;0;
recorrió kilómetro carrera;0;
recuerda hoy juega elen el buesaarena horario de autobuses para acudir al partido;0;
recuerda juega elen mendi horario de autobuses para acudir al partido;0;
recuerda que hoy a las juegaen buesaarena horario de autobuses para acudir al partido;0;
recuerdo esto qué puto asco;0;
redes sociales que arrasaron y después cayeron en el olvido;0;
reinventarseparece un piropo pero es un problema los títulos llegaron como un núcleo duro que se mantenía;0;
remember de la cultura vasca en gora project de vitoria como les gusta un ken zazpi a ellos ;0;
repasamos los problemas más comunes del sector de marketing digital en vitoriagasteiz;0;
reportaje de san prudencio desde las campas de armentia de vitoriagasteiz;0;
repostamantes de reasonswhy ya podéis cerrar los ojos y volver al baile;0;
retreta jon en gasteiz somos más de retreta sanprudencio;0;
retretasanprudencio;0;
reutilizar un ordenador es veces más eficiente energéticamente que reciclarlo;0;
revive la tamborrada de sanprudencio;0;
rincón de vitoriagasteiz para enmarcar;0;
robo al madrid;0;
rs la puta rata que le pega;0;
sábadolarunbata mayomanifestación en gasteiz a favor de la libertad de presxs gravemente enfermxsh cen;0;
sabeis que ha pasado con el tranvia que no va más alla de la parada de honduras saliendo desde ibaiondo o abetxuko;1;movilidad
sabes las abuelas más parlanchinas de todo tu pueblo pues la tengo detrás en el bus;0;
sabes que hace solo años podías subir en tren a estibaliz;0;
saborea lo q no deseas pero logras ganar tiene su premio también un alto precio frasesconciencia;0;
saldra en la sección del picaflor;0;
salimoshoy fotografía original de m vitoriagasteiz punto de regreso;0;
salimoshoy fotografía original de vitoria gasteiz álava arabapaís vasco euskadi españaca;0;
san prudencio ;0;
san prudencio corazonistas vitoria;0;
san prudencio da a vitoriagasteiz la temperatura mínima histórica en abril;0;
san prudenciovitoria spain;0;
sanprudencio algo nos une más lejos del negocio de tenernos enfrentados frasesvitoria gasteiz;0;
sanprudencio me perdí buscando algo fuera de este seguro camino era quizás mi destino frasesvitoria;0;
sanprudentxio ha llegadorecordaros a todos que la delegación de vitoria y administración permanecerá cerrada mañana nos vemos el martes;0;
sansomendi sigue sufriendo el olor a pescado podrido;1;limpieza
saudade vitoria spain;0;
se a caido el directo o es problema mio q alguien responda pls;0;
se pelea el puesto con castillejo pero tendrá buenos minutos si no es titular cámbialo;0;
se podria hacer una organización con vuestra basura de servicio vergüenza de trabajar en un sitio asi;1;limpieza
se puede tener los ojos en el bosque sin estar en él descúbrelo en nuestro blog lee más;0;
sé que ahí fueratras el ruidoen algún otoñobajo el éxtasis del enjambrealguien también me está esperando a mí;0;
se sigue produciendo este timo en vitoria a mi se me ha acercado ese señor esta mañana por la calle go;1;delincuencia
señores periodistas mañana no tengan miedo y titulen la crónica como lo que es robo;0;
sería un hemos llegado vitoriagasteiz le hablamos a la ciudad ;0;
sería útil que se informara del número máximo de visitantes por grupoturismoservicios y productos;1;administración pública
servicios especiales de autobús a armentia por sanprudencio;0;
si a subido un como puede ser que el año se cobre por una moto de más de cc euros y en el año;0;
si ahora me parase la policía tendría un problema medianogordo la verdad xdd;0;
si ese es el discurso moderno del siglo xxi está luego ese otro discurso del siglo xix;0;
sí están cayendo copos de nievevg pero tranquilo que esta noche sólo hará mucho frío;0;
si estás atento a las amarillas no deberías tener problema suerte crack;0;
si estás fuera de álava estos días y vas a regresar te interesa conocer las previsionesde circulación de tráfico;0;
si estoy sola estoy bn pero no me renta;0;
si has aclarado y puntualizado si problema;0;
si hay algo que no soporto en esta vida es ver como hombre maltrata a una mujer me da igual si es en casa ó como lo he visto en la calle;0;
si la pregunta es que os parece la expulsión de sergio ramos por ejemplo no tendría nada que objetar;0;
si lo hago yo me jode y es mi problema pero tengo el coche desde hace año y todas las marcas son por torpezas de otros y falta de cuidado;0;
sí mucha imagen pero poca accesibilidad dónde está el poner el sistema de voz siempre;0;
si no le contesto los mensajes me pelea;0;
si seremos green en vitoria que con el campo de fútbol en el centro de la ciudad vamos a los partidos en coche;1;civismo
si te controla no es amor es violencia violenciadegenero;0;
si te quedas en vitoria por sanprudencio estos son los planazos que te esperan;0;
si un concejal se pega por la limpieza de vitoria se dice y punto;1;administración pública
si yo contrato y viaje conquiero ir en un autobús de la compañía no una subcontrata como rubimar que no hay espacio;1;movilidad
siempre puedes coger un bus a bilbao y me acerco;0;
significa desconfianza y eso da asco tanto en un sexo como en otro;0;
siguen sin pintar la plaza de movilidad reducida pmr a qué esperan movilidad y transportes eãalizaciã;1;movilidad
